market_id,question,cutoff_ts,token_used,last_mid,last_bid,last_ask,spread,depth_k,ob_imbalance,vol_1h,vol_24h,vol_7d,volat_1d,volat_7d,momentum_1h,momentum_24h,label_outcome
lal-mal-get-2025-11-09-mal,Will Mallorca win on 2025-11-09?,2025-11-09 00:00:00+00:00,6858603127482946361814974863222065816063407001076375550514325138050402481392,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-not-lee-2025-11-09-not,Will Nottingham Forest win on 2025-11-09?,2025-11-09 00:00:00+00:00,109941314796604936813003043754548763390892421279826376357590263254942096609313,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-fre-pau-2025-11-09-pau,Will FC St. Pauli win on 2025-11-09?,2025-11-09 00:00:00+00:00,61562489954694606346732636157907836737100816925645545714292927740483435848644,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-mac-liv-2025-11-09-liv,Will Liverpool win on 2025-11-09?,2025-11-09 00:00:00+00:00,35026000446693241386077930327760803957792560228640115807965179683058587233005,0.25,0.16,0.34,0.18,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-not-lee-2025-11-09-draw,Will Nottingham Forest vs. Leeds United end in a draw?,2025-11-09 00:00:00+00:00,80355744196179784913903436052695505096677900200799810705749968401420538869361,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-mac-liv-2025-11-09-draw,Will Manchester City vs. Liverpool end in a draw?,2025-11-09 00:00:00+00:00,68637875330411988700125420387919754183145855665755114007887015873476898715653,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-bre-new-2025-11-09-bre,Will Brentford win on 2025-11-09?,2025-11-09 00:00:00+00:00,4608552777831000365154441810273181476609532234368097032276519496659676487005,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-ast-bou-2025-11-09-draw,Will Aston Villa vs. Bournemouth end in a draw?,2025-11-09 00:00:00+00:00,74655874091254935900453596134895619498881794779751550714671032631365783284563,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-ast-bou-2025-11-09-ast,Will Aston Villa win on 2025-11-09?,2025-11-09 00:00:00+00:00,44623110248227182263524920709598432835467185438698898378400926229226251167932,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-cel-bar-2025-11-09-cel,Will Celta Vigo win on 2025-11-09?,2025-11-09 00:00:00+00:00,92016642697623176471661726029067685183560302610189736814979592377304043733057,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-cry-bri-2025-11-09-cry,Will Crystal Palace win on 2025-11-09?,2025-11-09 00:00:00+00:00,64055666650155411170485937074797756841170116032511891533923083603622334554982,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-stu-aug-2025-11-09-aug,Will FC Augsburg win on 2025-11-09?,2025-11-09 00:00:00+00:00,7018919892126217807703331997575785208742672191993154586067579709005262509415,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-val-bet-2025-11-09-val,Will Valencia win on 2025-11-09?,2025-11-09 00:00:00+00:00,5446093982025960346319539598932017905078524318929681489128726022106473657871,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-mac-liv-2025-11-09-mac,Will Manchester City win on 2025-11-09?,2025-11-09 00:00:00+00:00,61206865398391730395029261403231535078840905711641196825285863647343934241721,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-bil-ovi-2025-11-09-ovi,Will Real Oviedo win on 2025-11-09?,2025-11-09 00:00:00+00:00,879890893789279175014947374374494040343187037016425864635020054561534156123,0.48,0.01,0.95,0.94,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-ast-bou-2025-11-09-bou,Will Bournemouth win on 2025-11-09?,2025-11-09 00:00:00+00:00,98088767910008625418382803186104668675749871451088740835243801395922131532380,0.48,0.01,0.95,0.94,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-val-bet-2025-11-09-bet,Will Real Betis win on 2025-11-09?,2025-11-09 00:00:00+00:00,46012336562915516452693111001246291019223167658840936523937650025478232932888,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-ein-mai-2025-11-09-mai,Will FSV Mainz 05 win on 2025-11-09?,2025-11-09 00:00:00+00:00,70630146941402992281989009991020555401363545042349561599617576528943672959384,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-stu-aug-2025-11-09-draw,Will VfB Stuttgart vs. FC Augsburg end in a draw?,2025-11-09 00:00:00+00:00,15165503503030499740632260094787773818585519513629653355766143968371938272003,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-mal-get-2025-11-09-draw,Will Mallorca vs. Getafe end in a draw?,2025-11-09 00:00:00+00:00,7840049194736649363796261915510639164119902786453845771642649239861474748239,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-bil-ovi-2025-11-09-draw,Will Athletic Club vs. Real Oviedo end in a draw?,2025-11-09 00:00:00+00:00,98950860157212714844542331411118405274344307632911584754191244252885558560131,0.48,0.01,0.95,0.94,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-bre-new-2025-11-09-new,Will Newcastle win on 2025-11-09?,2025-11-09 00:00:00+00:00,29543929173271959361545934724474163781887749681893064417042280067108835484258,0.5,0.05,0.95,0.9,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-ray-rea-2025-11-09-rea,Will Real Madrid win on 2025-11-09?,2025-11-09 00:00:00+00:00,31499950802313705560960383334489220743851170867091017131966292545226981864146,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-hof-lei-2025-11-08-hof,Will 1899 Hoffenheim win on 2025-11-08?,2025-11-08 00:00:00+00:00,53756230765507547115064507862271759029352431082787672200018404996573976125904,0.35,0.28,0.42,0.14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-juv-tor-2025-11-08-draw,Will Juventus vs. Torino end in a draw?,2025-11-08 00:00:00+00:00,7915585096540751826786737636402093636178212608877685249122262082920338635934,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-olm-sbr-2025-11-08-draw,Will Olympique de Marseille vs. Stade Brestois 29 end in a draw?,2025-11-08 00:00:00+00:00,20478458889468220968253322254863507528129856231762472790142464602155425732995,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-par-mil-2025-11-08-draw,Will Parma vs. AC Milan end in a draw?,2025-11-08 00:00:00+00:00,17913522593702792955445330426109945861310433298238092177828249377028246123850,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-wes-bur-2025-11-08-bur,Will Burnley FC win on 2025-11-08?,2025-11-08 00:00:00+00:00,78488344142879508877041321743243989292403700714805123839513720586018503994589,0.26,0.16,0.36,0.2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-esp-vil-2025-11-08-draw,Will Espanyol vs. Villarreal end in a draw?,2025-11-08 00:00:00+00:00,1280299836106387984543366738342991136652038946535332174833266020151162007346,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-com-cag-2025-11-08-com,Will Como win on 2025-11-08?,2025-11-08 00:00:00+00:00,56656163074601642799477037447714435781003141552307058136881042765665560892773,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-eve-ful-2025-11-08-eve,Will Everton win on 2025-11-08?,2025-11-08 00:00:00+00:00,111873208247747923739028325321530654490431271238494133472577471988420443138104,0.455,0.35,0.56,0.21,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-eve-ful-2025-11-08-draw,Will Everton vs. Fulham end in a draw?,2025-11-08 00:00:00+00:00,1857052257767030946002293605260860724157069190543113689292464508562013402916,0.495,0.01,0.98,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-mad-lev-2025-11-08-lev,Will Levante UD win on 2025-11-08?,2025-11-08 00:00:00+00:00,96046525232868304793529063235535019135134628551113236615854125790582846534139,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-mad-lev-2025-11-08-draw,Will Atletico Madrid vs. Levante UD end in a draw?,2025-11-08 00:00:00+00:00,46988752779858307087585518547209178868603601080794724360212556027207958640581,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-tot-mun-2025-11-08-tot,Will Tottenham win on 2025-11-08?,2025-11-08 00:00:00+00:00,17373910141890758016991601629005361920259183800273403928292829644300221188895,0.38,0.31,0.45,0.14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-mad-lev-2025-11-08-mad,Will Atletico Madrid win on 2025-11-08?,2025-11-08 00:00:00+00:00,28097714303396480770123633420742248514616114958452779321959488577290700450835,0.425,0.01,0.84,0.83,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-asm-rcl-2025-11-08-draw,Will AS Monaco FC vs. Racing Club de Lens end in a draw?,2025-11-08 00:00:00+00:00,66672799048290106061994520582166385098471942803068294445749462157061246917738,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-juv-tor-2025-11-08-juv,Will Juventus win on 2025-11-08?,2025-11-08 00:00:00+00:00,4967254213630491582535622034388222499654827734849148520690260896930869018338,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-hac-nan-2025-11-08-nan,Will FC Nantes win on 2025-11-08?,2025-11-08 00:00:00+00:00,75929418234257676662582937546830572751670720912251525549622918843465699625250,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-hsv-dor-2025-11-08-dor,Will Borussia Dortmund win on 2025-11-08?,2025-11-08 00:00:00+00:00,103351916905538237396923567757197253623683744832534789464635155062251740680980,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-hac-nan-2025-11-08-draw,Will Le Havre AC vs. FC Nantes end in a draw?,2025-11-08 00:00:00+00:00,92013376442732031532107174602442780325535856789562027693156876372517679713977,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-uni-bay-2025-11-08-uni,Will Union Berlin win on 2025-11-08?,2025-11-08 00:00:00+00:00,13289208331907086159585453953737077170817974767614419947542636514871690948364,0.115,0.04,0.19,0.15,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-moe-koe-2025-11-08-draw,Will Borussia Mönchengladbach vs. 1. FC Köln end in a draw?,2025-11-08 00:00:00+00:00,4660226148866349370922815683392801844254112399261749759171973729379244397439,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-com-cag-2025-11-08-draw,Will Como vs. Cagliari end in a draw?,2025-11-08 00:00:00+00:00,100687913027493768687510390351218894851327093270977803309867108331379077673813,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-moe-koe-2025-11-08-koe,Will 1. FC Köln win on 2025-11-08?,2025-11-08 00:00:00+00:00,78670934880118649004965242794586230518088400887826557813100546843667313743459,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-hsv-dor-2025-11-08-hsv,Will Hamburger SV win on 2025-11-08?,2025-11-08 00:00:00+00:00,61413801434853934294224447289967213124178692518340581315459073855468045767816,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-esp-vil-2025-11-08-esp,Will Espanyol win on 2025-11-08?,2025-11-08 00:00:00+00:00,44152728760575951839843707267336448319078995437243151344524614354468403837783,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-uni-bay-2025-11-08-draw,Will Union Berlin vs. Bayern München end in a draw?,2025-11-08 00:00:00+00:00,27109235260138816437211447007592989938460241447487750091711634851700177260046,0.495,0.01,0.98,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-gir-ala-2025-11-08-ala,Will Alaves win on 2025-11-08?,2025-11-08 00:00:00+00:00,93704681262917757096763261692937443508080807552824297752327152581523365750643,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-uni-bay-2025-11-08-bay,Will Bayern München win on 2025-11-08?,2025-11-08 00:00:00+00:00,18793395815034266389040075180851397161663591237520676403652302067823641565629,0.74,0.67,0.81,0.14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-che-wol-2025-11-08-draw,Will Chelsea vs. Wolves end in a draw?,2025-11-08 00:00:00+00:00,105738236260845103719895486741467535844667018771249582166797415062532650727885,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-hof-lei-2025-11-08-lei,Will RB Leipzig win on 2025-11-08?,2025-11-08 00:00:00+00:00,92286368803897307834679899819326225671824283935316161649206899664300320829393,0.4,0.33,0.47,0.14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-sun-ars-2025-11-08-sun,Will Sunderland AFC win on 2025-11-08?,2025-11-08 00:00:00+00:00,110432426421170574526121259811859695782649726464567874934165030176719041876579,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-hsv-dor-2025-11-08-draw,Will Hamburger SV vs. Borussia Dortmund end in a draw?,2025-11-08 00:00:00+00:00,74487451930996178069853540586629855113296424898342825413016252371982195939227,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-tot-mun-2025-11-08-mun,Will Manchester United win on 2025-11-08?,2025-11-08 00:00:00+00:00,103846748679703395051244886889287058548609996262849149276174877585847895198149,0.355,0.27,0.44,0.17,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-sev-osa-2025-11-08-osa,Will Osasuna win on 2025-11-08?,2025-11-08 00:00:00+00:00,80107497839304632409878741123421558764497417086364627323141645975372016205326,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-b04-hei-2025-11-08-hei,Will 1. FC Heidenheim win on 2025-11-08?,2025-11-08 00:00:00+00:00,82195531007700706284017016553007248950461956515931149920134651063610371020268,0.525,0.06,0.99,0.93,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-che-wol-2025-11-08-wol,Will Wolves win on 2025-11-08?,2025-11-08 00:00:00+00:00,94618225126005156105993537257527566602276894328834878501800479929161396756112,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-par-mil-2025-11-08-mil,Will AC Milan win on 2025-11-08?,2025-11-08 00:00:00+00:00,83433081707469656415204774191428440986931278371562708852359577021178507020374,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-gir-ala-2025-11-08-draw,Will Girona vs. Alaves end in a draw?,2025-11-08 00:00:00+00:00,9066768535104444562934169169879615722128986853012942293442076873269944265979,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-wes-bur-2025-11-08-draw,Will West Ham vs. Burnley FC end in a draw?,2025-11-08 00:00:00+00:00,99391088321640665648285008064758365926339272427049878366502885352299910649070,0.495,0.01,0.98,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-lec-ver-2025-11-08-draw,Will Lecce vs. Verona end in a draw?,2025-11-08 00:00:00+00:00,10708595541868362835856902600501984973175475395891821418669615002686279059019,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-eve-ful-2025-11-08-ful,Will Fulham win on 2025-11-08?,2025-11-08 00:00:00+00:00,65700224170052679929575561491385573158073065942016516197142108079778038599866,0.28,0.21,0.35,0.14,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-sev-osa-2025-11-08-draw,Will Sevilla vs. Osasuna end in a draw?,2025-11-08 00:00:00+00:00,18579432703094131490256832852432628143092229039175280573583159910123723585250,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-moe-koe-2025-11-08-moe,Will Borussia Mönchengladbach win on 2025-11-08?,2025-11-08 00:00:00+00:00,75107058605339733129464075778921859084515838327741770159090791489769891961754,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-olm-sbr-2025-11-08-sbr,Will Stade Brestois 29 win on 2025-11-08?,2025-11-08 00:00:00+00:00,37182120326829189905838408533144417703429736940154006661905786149426924559113,0.01,0.01,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-par-mil-2025-11-08-par,Will Parma win on 2025-11-08?,2025-11-08 00:00:00+00:00,100091874427803808874028924773922061551979683271633637512695334502602172604621,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-asm-rcl-2025-11-08-asm,Will AS Monaco FC win on 2025-11-08?,2025-11-08 00:00:00+00:00,109506476662615430523176129631137017588104228150232561295860070483337897075753,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-tot-mun-2025-11-08-draw,Will Tottenham vs. Manchester United end in a draw?,2025-11-08 00:00:00+00:00,9848535614054876445864723698632623434185284100722073774574437794731106225945,0.495,0.01,0.98,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-hac-nan-2025-11-08-hac,Will Le Havre AC win on 2025-11-08?,2025-11-08 00:00:00+00:00,55109565237740065636231946301888271130357918006542036606378794053447814084721,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fl1-asm-rcl-2025-11-08-rcl,Will Racing Club de Lens win on 2025-11-08?,2025-11-08 00:00:00+00:00,38762943196877252401391313008219167831816537385576321882603293103060391257132,0.01,0.01,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-b04-hei-2025-11-08-draw,Will Bayer Leverkusen vs. 1. FC Heidenheim end in a draw?,2025-11-08 00:00:00+00:00,1094099025127334757511320207757834511804334863190251006979278963656636906922,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-che-wol-2025-11-08-che,Will Chelsea win on 2025-11-08?,2025-11-08 00:00:00+00:00,18316994539837355246165660892539994590256319378998948303737559556219780354392,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
lal-esp-vil-2025-11-08-vil,Will Villarreal win on 2025-11-08?,2025-11-08 00:00:00+00:00,21358907281569675956568504249552224087162165363382518964982683304988323743308,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-juv-tor-2025-11-08-tor,Will Torino win on 2025-11-08?,2025-11-08 00:00:00+00:00,28305087565927136398251013874895412884026314121505955683358644501677069974641,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
sea-lec-ver-2025-11-08-lec,Will Lecce win on 2025-11-08?,2025-11-08 00:00:00+00:00,59199981736610468446463703006878509873198266433194505117795428065320248159356,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bun-hof-lei-2025-11-08-draw,Will 1899 Hoffenheim vs. RB Leipzig end in a draw?,2025-11-08 00:00:00+00:00,41895157006973432437501541169310529297765505915867852353705336838067106505374,0.495,0.01,0.98,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-sao-fla-2025-11-05-btts,São Paulo FC vs. CR Flamengo: Both Teams to Score,2025-11-06 00:00:00+00:00,82748101104374978207174838057710991060181025633949761039997635317293110785569,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-flu-mir-2025-11-06-btts,Fluminense FC vs. Mirassol FC: Both Teams to Score,2025-11-06 00:00:00+00:00,72064231382197811199277063509020408565168656792392198167915738166046219472428,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-gre-cru-2025-11-05-btts,Grêmio FBPA vs. Cruzeiro EC: Both Teams to Score,2025-11-05 00:00:00+00:00,45264402367960668016648867417581374197750855169663283742167208864351298381403,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-vit-int-2025-11-05-btts,EC Vitória vs. SC Internacional: Both Teams to Score,2025-11-05 00:00:00+00:00,2323616114027665503129572992401520476268630409638480274441054086823247942364,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-bra-cor1-2025-11-05-btts,Red Bull Bragantino vs. SC Corinthians Paulista: Both Teams to Score,2025-11-05 00:00:00+00:00,76364065561156046229096566488928037243212804698676875550934693139232323308868,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-rec-juv-2025-11-05-btts,SC Recife vs. EC Juventude: Both Teams to Score,2025-11-05 00:00:00+00:00,36956909559379998364101961853234325128896020662747260178920822512246496026827,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-cam-bah-2025-11-05-btts,CA Mineiro vs. EC Bahia: Both Teams to Score,2025-11-05 00:00:00+00:00,46978628689942247737067013121022391703252948560120746632208974025470888209448,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bra-bot-vas-2025-11-05-btts,Botafogo FR vs. CR Vasco da Gama: Both Teams to Score,2025-11-05 00:00:00+00:00,109328770498159147310126410133290561862863884653483290532317745323869218113052,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
microstrategy-announces-1000-btc-purchase-october-28-november-3,MicroStrategy announces >1000 BTC purchase October 28-November 3?,2025-11-04 00:00:00+00:00,31772667031324150841172431276000210178402299736504073799765360507963055255882,0.425,0.05,0.8,0.75,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-microstrategy-announce-a-bitcoin-purchase-october-28-november-3,Will Microstrategy announce a Bitcoin purchase October 28-November 3?,2025-11-04 00:00:00+00:00,84248369423742706631747039485122068855684151765440746283540322840344142667770,0.495,0.02,0.97,0.95,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-dip-to-170-october-27-november-2,Will Solana dip to $170 October 27-November 2?,2025-11-03 00:00:00+00:00,43229658669692724909680290262202533253884835881884850438543942769642673938164,0.505,0.03,0.98,0.95,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-reach-2pt9-october-27-november-2,Will XRP reach $2.90 October 27-November 2?,2025-11-03 00:00:00+00:00,30777211329499458913808262046847235057196892843652823707001683076763934153488,0.35,0.29,0.41,0.12,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-reach-260-october-27-november-2,Will Solana reach $260 October 27-November 2?,2025-11-03 00:00:00+00:00,40221207342057526148494157908140539846808882751179659586897540740539026896204,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-dip-to-2-october-27-november-2,Will XRP dip to $2.00 October 27-November 2?,2025-11-03 00:00:00+00:00,29271851320639550436859457775383941789639229268020343877820169892411397261819,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-reach-122k-october-27-november-2,"Will Bitcoin reach $122,000 October 27-November 2?",2025-11-03 00:00:00+00:00,1427069349803964598008683543803987668197244220904798444528326046110859031224,0.42,0.04,0.8,0.76,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-dip-to-106k-october-27-november-2,"Will Bitcoin dip to $106,000 October 27-November 2?",2025-11-03 00:00:00+00:00,72683722582299989831856465633972237524619439804757654595019801183935509111677,0.425,0.05,0.8,0.75,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-reach-4800-october-27-november-2,"Will Ethereum reach $4,800 October 27-November 2?",2025-11-03 00:00:00+00:00,66453203054457863176704541924000185681530465437081721646203888647924757512326,0.525,0.06,0.99,0.93,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-xrp-dip-to-1pt9-october-27-november-2,Will XRP dip to $1.90 October 27-November 2?,2025-11-03 00:00:00+00:00,63527859247662258708968042276871628404653099572363719657743685733932210023672,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-dip-to-4100-october-27-november-2,"Will Ethereum dip to $4,100 October 27-November 2?",2025-11-03 00:00:00+00:00,56484561068451563924266096221321923235025935065888705253150214237373096351242,0.435,0.01,0.86,0.85,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-reach-4500-october-27-november-2,"Will Ethereum reach $4,500 October 27-November 2?",2025-11-03 00:00:00+00:00,50263912714367774475936622504436073805992916716556464912018459653593730847834,0.375,0.32,0.43,0.11,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-dip-to-110k-october-27-november-2,"Will Bitcoin dip to $110,000 October 27-November 2?",2025-11-03 00:00:00+00:00,40585562909672334986274319307911959216384916533393414365100032496080492083199,0.64,0.29,0.99,0.7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-reach-4300-october-27-november-2,"Will Ethereum reach $4,300 October 27-November 2?",2025-11-03 00:00:00+00:00,31489935346284774270940980089874913655858582490048006834285271717799905401733,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-dip-to-112k-october-27-november-2,"Will Bitcoin dip to $112,000 October 27-November 2?",2025-11-03 00:00:00+00:00,68127925089474482708676412342643646075601796079998132361851959907828314269596,0.35,0.1,0.6,0.5,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-reach-128k-october-27-november-2,"Will Bitcoin reach $128,000 October 27-November 2?",2025-11-03 00:00:00+00:00,12900028982950568260854625842843410481981967356293448495746102730788907365881,0.05,0.01,0.09,0.08,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-solana-reach-270-october-27-november-2,Will Solana reach $270 October 27-November 2?,2025-11-03 00:00:00+00:00,27738500885277076726590443243448794862856629439561300593924298578711637174876,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-ethereum-reach-4900-october-27-november-2,"Will Ethereum reach $4,900 October 27-November 2?",2025-11-03 00:00:00+00:00,100763095144528240172691209731876407816909331967539049174345152381748169296066,0.505,0.02,0.99,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-bitcoin-reach-120k-october-27-november-2,"Will Bitcoin reach $120,000 October 27-November 2?",2025-11-03 00:00:00+00:00,68849460816299160856197455386049909840972892304136893467909291464900178170355,0.225,0.01,0.44,0.43,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
